HARDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SnD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Map,Team,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gavutu,Guerrillas,0,36,11,10,20,12,30,8,48,0,,,,,,175,10,,12,-67,2,66,46,2,19,-38,2,58,16,2,20,-32,2,17.50,48,0,0,2,0,0,,,Legion,30,56,-26,3,97,39,58,3,69,37,32,3,19,70,-51,2,35,39,-4,2,250,241,9,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,5,2,3,40.00%,3,1,2,3,1,1,1,11,1,0,13,2,1,1,7,0,1,1,0,11
Gavutu,Rokkr,38,4,18,41,16,41,16,39,1,36,,,,,,250,,,79,67,2,20,-46,2,57,38,2,42,-16,2,52,32,2,25.00,41,1,0,0,0,2,,,Ultra,24,46,-22,3,35,46,-11,2,36,55,-19,2,15,65,-50,2,34,38,-4,2,144,250,-106,0,1,0,1,11,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,9,3,6,33.33%,5,1,4,5,1,1,1,23,1,0,22,4,2,2,18,0,2,0,2,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guerrillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,9,4,5,44.44%,4,1,3,4,1,0,0,4,0,1,15,5,3,2,26,0,3,2,1,20
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Surge,45,42,3,3,49,82,-33,3,29,50,-21,2,32,53,-21,2,54,23,31,2,209,250,-41,0,1,0,1,12,,,,,,Berlin,Surge,1,B,D,X,,A,O,,,B,D,,1,B,O,X,,A,D,,,A,O,,,,D,,1,A,O,,,B,D,X,,,,,,,,,3,,4,2,1,1,3,1,1,1,5,1,2,1,1,0,3,1,,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Thieves,1,X,X,4,O,11,1,X,X,,D,19,,,,,O,12,1,X,X,,D,9,,,,,,,3,51,4,,2,1,1,1,1,1,23,1,0,4,2,2,28,2,2,2,0,3,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavutu,Thieves,39,6,46,16,20,27,26,20,9,18,16,7,,,,250,12,,82,31,3,39,-8,3,66,51,2,25,-44,2,38,-10,2,20.83,46,6,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,Total Pts,,2637,,,0,9,0,9,73,,,,,,Berlin,OpTic,,B,O,,1,A,D,X,1,B,O,X,,B,D,,1,A,O,X,1,A,D,X,1,,O,X,,A,D,X,1,B,O,,,,,,,,,,6,,5,4,3,3,1,1,3,2,4,2,3,2,3,2,1,0,,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Subliners,,,,,D,3,,,,2,O,4,1,X,X,,D,18,,,,1,O,7,,,,,,,1,32,3,,2,0,0,0,0,0,11,0,0,3,2,1,21,1,1,1,0,4,,Surge,10,5,5,50.00%,5,1,4,5,1,0,0,22,0,1,19,5,4,1,40,0,4,4,0,19
Gavutu,Subliners,6,33,0,31,16,21,14,15,38,32,24,0,,,,230,,,51,-31,3,47,8,3,15,-51,2,69,44,2,48,10,2,19.17,38,0,0,2,0,0,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,8,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gavutu,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,Totals,,,,Offense,,,,,,,,,,,Defense,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Breach,38,77,-39,3,51,24,27,2,61,31,30,2,77,15,62,2,23,57,-34,2,250,204,46,0,2,0,0,11,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Desert Siege,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,,Rounds,W,L,W%,Rounds,W,L,A Caps,A Caps W,B Caps,B Caps W,Lives Left,Cap Wins,Wipe Wins,Ticks,Rounds,W,L,Lives Left,A Def,B Def,Def Wins,Wipe Wins,Ticks Allow
Bocage,Breach,10,10,31,4,10,10,31,9,12,0,30,2,,,,159,12,,50,20,3,43,-3,3,40,6,2,16,-50,2,10,-64,2,13.25,31,0,0,1,0,0,,,OpTic,119,56,63,4,129,57,72,4,127,66,61,4,44,107,-63,3,81,30,51,3,500,316,184,2,0,0,2,18,,,,,,Berlin,Guerrillas,1,,D,X,,,O,,,,D,X,1,B,O,X,,,D,,,,O,,1,B,D,X,,A,O,,,,D,,,,,,,,,,3,,4,1,1,1,1,0,1,1,5,2,3,2,0,0,1,1,,,Breach,10,6,4,60.00%,5,5,3,2,2,2,1,1,3,2,5,3,2,3,2,0,0,3,1,,,,,,Tuscan,Breach,,,,4,O,5,1,,X,,D,10,,X,,5,O,7,,,,,D,0,,,,,,,1,22,9,,2,0,1,0,0,0,12,0,0,9,2,1,10,0,1,1,0,9,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,Mutineers,12,20,4,44,32,12,16,30,22,42,6,10,,,,250,,,30,-20,3,46,3,3,34,-6,2,66,50,2,74,64,2,20.83,44,4,0,0,0,1,,,Thieves,230,163,67,9,230,115,115,9,216,121,95,8,117,276,-159,8,126,134,-8,8,919,809,110,5,4,3,7,42,,,,,,Berlin,Rokkr,,,O,,1,,D,X,1,,O,,,B,D,,1,,O,X,1,,D,X,,B,O,,1,A,D,X,1,,O,X,,,,,,,,,6,,5,3,2,2,0,0,1,0,4,3,3,3,1,1,1,0,,,OpTic,11,5,6,45.45%,4,6,2,4,2,1,4,2,2,0,5,3,2,2,2,1,0,3,2,,,,,,Tuscan,Mutineers,1,X,X,,D,11,,X,,4,O,6,1,,X,,D,7,1,X,,5,O,9,,,,,,,3,33,9,,2,1,2,1,0,0,15,0,1,9,2,2,18,1,2,2,0,9,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FaZe,140,195,-55,8,121,225,-104,8,174,225,-51,8,249,114,135,7,132,82,50,7,816,841,-25,3,3,3,4,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,9,3,6,33.33%,3,5,1,4,1,1,2,1,2,0,4,2,2,2,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Mutineers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,29,17,12,58.62%,16,13,8,5,8,7,2,2,9,5,16,9,7,8,6,9,3,2,2,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Breach,52,19,20,0,16,54,35,4,34,16,,,,,,250,10,,106,106,2,54,16,2,24,-48,2,34,-38,2,32,-25,2,25.00,54,0,2,1,1,2,,,Subliners,51,82,-31,3,47,39,8,3,15,66,-51,2,69,25,44,2,48,38,10,2,230,250,-20,0,2,0,0,12,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Mutineers,10,4,6,40.00%,5,5,2,3,2,1,0,0,3,2,5,2,3,3,2,1,0,3,1,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Mutineers,0,25,29,54,38,0,13,43,18,19,,,,,,239,,,0,-106,2,38,-16,2,72,48,2,72,38,2,57,25,2,23.90,54,0,1,2,2,1,,,Rokkr,157,27,130,4,26,150,-124,4,65,69,-4,4,112,76,36,4,52,103,-51,4,412,425,-13,1,3,2,2,20,,,,,,Bocage,Thieves,1,,D,X,,,O,,1,,D,X,1,,O,X,,B,D,,1,,O,,1,,D,,,,O,X,1,A,D,X,,,,,,,,,6,,4,2,2,1,0,0,0,0,5,4,3,3,1,1,1,0,,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Surge,1,X,,5,O,6,,,,,D,4,,X,,5,O,0,1,,X,,D,14,1,,X,,D,12,3,36,10,,2,1,2,1,0,0,6,0,1,10,3,2,30,0,2,2,0,12,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,72,119,-47,5,87,57,30,4,81,139,-58,4,145,56,89,4,37,114,-77,4,422,485,-63,2,2,2,3,21,,,,,,Bocage,Subliners,,,O,,1,,D,X,,,O,,,,D,,1,B,O,X,,,D,X,,,O,X,1,,D,,,A,O,,,,,,,,,,3,,5,1,2,1,1,0,1,1,4,2,2,1,0,0,0,0,,,Rokkr,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Legion,,,,,D,0,1,X,X,6,O,5,1,,X,,D,3,,X,,3,O,10,,X,,3,O,3,2,21,12,,3,1,3,1,1,1,18,1,0,12,2,1,3,0,1,0,1,10,,Rokkr,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Legion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,20,12,8,60.00%,12,11,6,5,6,5,5,4,1,0,9,6,3,6,6,1,0,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Surge,26,29,7,56,31,41,9,33,18,,,,,,,250,9,,67,50,2,38,-2,2,40,-8,2,74,53,2,31,19,1,27.78,56,7,1,0,0,1,,,Ultra,146,167,-21,8,79,149,-70,6,160,144,16,6,66,226,-160,6,155,64,91,6,606,750,-144,1,4,4,4,32,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,11,6,5,54.55%,5,5,2,3,1,0,1,1,0,0,6,4,2,4,2,3,3,3,1,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Legion,13,13,42,0,12,4,27,6,21,,,,,,,138,,,17,-50,2,40,2,2,48,8,2,21,-53,2,12,-19,1,15.33,42,0,0,1,1,0,,,Guerrillas,12,79,-67,2,66,20,46,2,19,57,-38,2,58,42,16,2,20,52,-32,2,175,250,-75,0,2,0,0,10,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,16,7,9,43.75%,9,8,3,5,4,2,2,2,1,1,8,4,4,5,4,2,1,5,2,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Bocage,Breach,1,,D,X,,,O,,1,,D,X,1,A,O,X,,A,D,,,,O,,,,D,,1,A,O,,1,,D,X,,,O,X,1,,D,X,6,,5,2,2,1,2,2,0,0,6,4,4,4,1,0,0,0,,,Guerrillas,9,3,6,33.33%,3,4,0,4,0,0,0,0,2,0,5,3,2,3,3,1,0,1,1,,,,,,Gavutu,Thieves,1,X,X,6,O,9,,,,,D,0,1,X,,4,O,7,1,,X,,D,4,,,,,,,3,20,10,,2,2,2,2,1,1,16,1,1,10,2,1,4,0,1,1,0,7,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,,,,,,,,,,,,,,,,,,,Total Pts,,4330,,,14,22,14,22,102,,,,,,Bocage,Mutineers,,,O,,1,,D,X,,,O,,,A,D,,1,A,O,X,1,,D,X,1,,O,X,,A,D,X,,,O,,1,,D,,,,O,,5,,6,2,2,2,1,1,0,0,5,3,3,2,2,0,0,0,,,Surge,11,5,6,45.45%,6,6,2,4,2,0,3,0,3,2,5,3,2,4,2,1,0,0,0,,,,,,Gavutu,Rokkr,,,,,D,3,1,X,,4,O,10,,,,,D,0,,X,,3,O,2,,,,,,,1,15,7,,2,1,2,1,0,0,12,0,1,7,2,0,3,0,0,0,0,10,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlin,Surge,15,34,8,5,20,0,34,32,20,18,0,,,,,186,11,,15,-105,3,68,41,2,40,-21,2,25,-8,2,38,29,2,16.91,34,0,0,2,1,0,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,28,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,
Berlin,Legion,25,12,39,16,2,56,15,22,17,7,39,,,,,250,,,120,105,3,27,-41,2,61,21,2,33,8,2,9,-29,2,22.73,56,2,1,0,0,2,,,Tuscan,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breach,106,0,106,2,54,38,16,2,24,72,-48,2,34,72,-38,2,32,57,-25,2,250,239,11,2,1,1,2,10,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Tuscan,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,OpTic,117,96,21,5,95,80,15,4,90,71,19,4,102,73,29,4,96,63,33,4,500,383,117,0,0,0,1,21,,,,,,Desert Siege,Mutineers,,B,D,X,1,B,O,X,1,,D,X,,,O,,1,B,D,X,1,B,O,,,B,D,,,,O,X,,A,D,,,B,O,,,,,,4,,5,2,2,1,0,0,3,2,5,2,3,2,1,0,3,1,,,Breach,20,8,12,40.00%,5,10,2,8,1,1,5,2,2,0,10,6,4,4,3,4,2,2,0,,,,,,Tuscan,Breach,1,X,X,6,O,22,1,,X,,D,10,,X,,5,O,0,1,,X,,D,5,,,,,,,3,37,11,,2,1,2,1,1,1,22,1,0,11,2,2,15,0,2,2,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Gavutu,Thieves,14,29,27,6,58,1,55,23,12,25,,,,,,250,10,,15,-63,2,84,78,2,50,42,2,18,-52,2,83,83,2,25.00,58,1,2,0,1,3,,,Thieves,93,23,70,3,12,72,-60,2,56,24,32,2,35,53,-18,2,54,29,25,2,250,201,49,0,0,0,0,11,,,,,,Desert Siege,Breach,1,B,O,,,B,D,,,,O,,1,,D,X,,B,O,,,B,D,X,1,B,O,X,1,,D,,1,A,O,X,1,B,D,X,,,,,6,,5,3,2,2,1,1,3,2,5,3,3,2,0,0,3,1,,,OpTic,15,9,6,60.00%,10,7,4,3,4,4,2,1,1,1,8,5,3,6,5,5,2,0,0,,,,,,Tuscan,Legion,,,,,D,13,,X,,5,O,3,1,,X,,D,2,,X,,5,O,2,,,,,,,1,20,10,,2,0,2,0,0,0,5,0,0,10,2,1,15,0,1,0,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Gavutu,Rokkr,21,6,6,35,0,57,0,2,35,0,,,,,,162,,,78,63,2,6,-78,2,8,-42,2,70,52,2,0,-83,2,16.20,57,0,1,3,2,0,,,FaZe,102,212,-110,8,197,55,142,6,117,145,-28,6,146,111,35,6,101,154,-53,6,663,677,-14,0,0,0,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,19,8,11,42.11%,9,10,4,6,5,3,7,4,0,0,9,4,5,4,4,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mutineers,0,106,-106,2,38,54,-16,2,72,24,48,2,72,34,38,2,57,32,25,2,239,250,-11,1,2,2,1,10,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,36,17,19,47.22%,17,18,6,12,7,5,7,4,2,1,18,11,7,10,10,7,3,2,1,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
