HARDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SnD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Map,Team,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bocage,OpTic,6,25,19,22,24,4,17,13,20,36,2,0,,,,188,12,,12,-21,3,42,1,3,32,-3,2,42,5,2,60,43,2,15.67,36,0,0,1,0,1,,,Legion,48,24,24,3,49,74,-25,3,45,57,-12,3,26,55,-29,2,32,40,-8,2,200,250,-50,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,11,6,5,54.55%,6,5,2,3,2,2,0,0,1,1,6,4,2,4,2,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,4,3,1,75.00%,2,1,1,1,1,1,1,29,1,0,6,2,2,0,16,0,1,1,1,7
Bocage,Royal Ravens,5,24,10,15,12,13,17,25,22,5,15,0,,,,163,Ended on Time ,,33,21,3,41,-1,3,35,3,2,37,-5,2,17,-43,2,13.58,25,0,0,1,0,1,,,Ultra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guerrillas,40,23,17,3,41,82,-41,3,74,47,27,3,63,36,27,2,32,49,-17,2,250,237,13,0,1,0,0,13,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,7,1,6,14.29%,2,4,1,3,1,1,0,0,1,1,3,0,3,1,0,1,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Surge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,FaZe,1,,D,X,1,B,O,,1,,D,X,1,A,O,X,,,D,X,1,A,O,X,1,,D,X,,,,,,,,,,,,,,,,,6,,3,3,2,2,2,2,1,1,4,3,4,3,0,0,0,0,,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Surge,,,,,O,12,,,,,D,0,1,X,,4,O,9,1,X,X,,D,18,,A,,3,O,4,2,43,7,,3,1,1,1,0,0,25,0,1,7,2,1,18,1,1,1,0,6,,Guerrillas,5,2,3,40.00%,2,0,2,1,0,0,0,8,0,0,5,3,2,1,13,0,2,1,1,14
Berlin,OpTic,11,11,34,16,10,27,21,1,19,0,,,,,,150,10,,38,-27,2,32,-22,2,35,-19,2,35,-20,2,10,-12,2,15.00,34,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,Total Pts,,1674,,,0,5,0,5,48,,,,,,Berlin,Legion,,,O,,,B,D,X,,,O,,,A,D,,1,,O,,,A,D,,,,O,,,,,,,,,,,,,,,,,,1,,4,1,0,0,0,0,0,0,3,0,1,0,2,0,1,0,,,Surge,18,12,6,66.67%,11,9,6,3,5,5,5,4,1,0,9,6,3,6,5,1,0,1,0,,,,,,Gavutu,Ultra,1,X,X,,D,16,1,X,,5,O,9,,,,,D,0,,,,1,O,14,1,,X,,D,10,3,49,6,,2,1,1,1,0,0,23,0,1,6,3,2,26,1,2,2,0,7,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlin,Royal Ravens,39,39,4,23,17,26,15,50,32,5,,,,,,250,,,65,27,2,54,22,2,54,19,2,55,20,2,22,12,2,25.00,50,4,1,0,0,1,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gavutu,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,Totals,,,,Offense,,,,,,,,,,,Defense,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Breach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Desert Siege,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,,Rounds,W,L,W%,Rounds,W,L,A Caps,A Caps W,B Caps,B Caps W,Lives Left,Cap Wins,Wipe Wins,Ticks,Rounds,W,L,Lives Left,A Def,B Def,Def Wins,Wipe Wins,Ticks Allow
Tuscan,Surge,0,40,0,41,30,22,38,29,29,21,,,,,,250,10,,22,-38,2,78,62,2,29,-15,2,70,49,2,51,33,2,25.00,41,0,0,2,0,1,,,OpTic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,OpTic,,B,D,,1,B,O,X,1,,D,X,,,O,,1,A,D,X,1,B,O,X,,B,D,,,,O,,1,,D,X,,B,O,,1,,O,X,6,,6,3,3,3,0,0,3,2,5,3,3,3,1,1,2,0,,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Subliners,,X,,3,O,2,1,,X,,D,10,,X,,5,O,0,1,X,X,,D,1,1,X,X,6,O,6,3,19,14,,3,1,3,1,1,1,8,1,0,14,2,2,11,1,2,2,0,5,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Ultra,44,7,35,7,18,16,9,9,14,0,,,,,,159,,,60,38,2,16,-62,2,44,15,2,21,-49,2,18,-33,2,15.90,44,0,0,1,0,2,,,Thieves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,Royal Ravens,1,B,O,X,,B,D,,,,O,,1,,D,X,,A,O,,,B,D,,1,B,O,X,1,,D,X,,,O,,1,B,D,X,,,D,,5,,5,2,2,2,1,0,2,2,6,3,3,3,0,0,3,1,,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Guerrillas,1,,X,,D,10,,X,,4,O,3,1,,X,,D,2,,,,1,O,5,,,,,D,1,2,21,5,,2,0,1,0,0,0,8,0,0,5,3,2,13,0,2,1,1,14,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FaZe,7,84,-77,2,62,36,26,2,32,58,-26,2,102,8,94,2,15,64,-49,2,218,250,-32,1,2,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,10,4,6,40.00%,4,5,3,2,3,3,1,1,2,2,5,1,4,1,0,1,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Mutineers,0,85,-85,2,75,26,49,2,8,78,-70,2,25,32,-7,1,11,29,-18,1,119,250,-131,1,3,0,1,8,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,19,12,7,63.16%,11,10,7,3,7,6,3,3,4,4,9,5,4,4,4,3,1,2,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlin,Surge,23,7,26,0,17,10,4,55,0,,,,,,,142,9,,33,-29,2,11,-74,2,81,62,2,0,-63,2,17,-4,1,15.78,55,0,1,2,0,1,,,Subliners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Mutineers,7,1,6,14.29%,0,3,1,2,0,0,0,0,1,1,4,0,4,0,0,2,0,2,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlin,Ultra,15,40,19,44,21,47,45,0,19,,,,,,,250,,,62,29,2,85,74,2,19,-62,2,63,63,2,21,4,1,27.78,47,0,0,1,1,2,,,Rokkr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Bocage,Royal Ravens,1,,D,X,,,O,,,B,D,X,1,,O,X,,A,D,X,,,O,,1,,D,,1,B,O,X,1,,D,X,,,O,,1,A,D,,6,,5,2,2,2,0,0,1,1,6,4,4,2,2,1,1,0,,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Legion,,,,2,O,12,1,,X,,D,5,,,,1,O,15,1,,X,,D,10,,,,,D,3,2,45,3,,2,0,0,0,0,0,27,0,0,3,3,2,18,0,2,2,0,13,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,85,0,85,2,26,75,-49,2,78,8,70,2,32,25,7,1,29,11,18,1,250,119,131,0,1,1,3,8,,,,,,Bocage,OpTic,,,O,,1,,D,X,1,B,O,,,,D,,1,A,O,,1,,D,X,,,O,X,,B,D,,,,O,,1,,D,X,,A,O,X,5,,6,2,2,0,2,1,1,1,5,3,3,3,0,0,1,0,,,Rokkr,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Mutineers,1,X,X,,D,12,,X,,4,O,4,1,X,X,,D,18,,X,,4,O,3,1,X,X,5,O,10,3,47,13,,3,1,3,1,1,1,17,1,0,13,2,2,30,2,2,2,0,3,,Rokkr,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Legion,84,7,77,2,36,62,-26,2,58,32,26,2,8,102,-94,2,64,15,49,2,250,218,32,0,1,1,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,7,6,1,85.71%,7,4,4,0,4,4,2,2,2,2,3,2,1,3,2,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlin,Subliners,6,3,24,20,23,29,2,38,10,3,,,,,,158,10,,35,-20,2,5,-90,2,62,29,2,30,-4,2,26,-7,2,15.80,38,2,0,0,0,0,,,Ultra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,9,3,6,33.33%,4,4,1,3,2,1,2,1,0,0,5,2,3,2,2,2,0,1,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlin,Guerrillas,37,46,19,6,12,18,49,14,28,21,,,,,,250,,,55,20,2,95,90,2,33,-29,2,34,4,2,33,7,2,25.00,49,6,0,0,0,0,,,Guerrillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Bocage,Surge,,B,D,,1,A,O,X,1,,D,X,1,,O,X,1,,D,X,1,,O,,1,,D,X,,,,,,,,,,,,,,,,,6,,3,3,2,2,1,1,0,0,4,3,3,3,0,0,1,0,,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Thieves,,X,,3,O,2,,,,,D,2,,X,,3,O,8,,,,,,,,,,,,,0,12,6,,2,0,2,0,0,0,10,0,0,6,1,0,2,0,0,0,0,5,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,,,,,,,,,,,,,,,,,,,Total Pts,,837,,,2,7,2,7,18,,,,,,Bocage,Ultra,1,B,O,X,,A,D,,,,O,,,,D,,,,O,,,,D,X,,,O,,,,,,,,,,,,,,,,,,1,,4,1,1,1,0,0,1,1,3,0,1,0,1,0,0,0,,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,FaZe,1,,X,,D,7,1,X,X,5,O,8,1,,X,,D,7,,,,,,,,,,,,,3,22,5,,1,1,1,1,1,1,8,1,0,5,2,2,14,0,2,2,0,6,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Subliners,26,30,18,5,26,43,4,28,17,37,1,,,,,235,11,,70,13,3,34,-9,2,46,8,2,22,-58,2,63,31,2,21.36,43,1,0,0,0,0,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,
Tuscan,Guerrillas,20,1,30,44,19,4,42,8,36,13,33,,,,,250,,,57,-13,3,43,9,2,38,-8,2,80,58,2,32,-31,2,22.73,44,1,0,0,0,0,,,Tuscan,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Tuscan,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,OpTic,62,31,31,2,57,28,29,2,64,17,47,2,27,58,-31,2,40,23,17,2,250,157,93,0,0,0,0,10,,,,,,Berlin,Ultra,1,A,D,,1,A,O,X,,B,D,,1,A,O,,1,A,D,X,,,O,,,A,D,X,,,O,,,A,D,,1,,O,,,B,O,X,5,,6,3,2,1,2,2,1,0,5,2,2,1,4,2,1,0,,,Breach,9,6,3,66.67%,4,4,3,1,1,1,2,2,0,0,5,3,2,3,2,2,1,0,0,,,,,,Tuscan,OpTic,1,X,,5,O,7,,,,,D,20,,X,,3,O,4,1,,X,,D,10,1,X,X,4,O,11,3,52,12,,3,2,3,2,1,1,22,1,1,12,2,1,30,0,1,1,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Bocage,Legion,9,3,27,19,15,21,32,11,7,17,18,14,7,,,200,13,,48,24,3,49,-25,3,45,-12,3,26,-29,2,32,-8,2,15.38,32,3,0,0,0,0,,,Thieves,93,24,69,3,20,80,-60,2,69,24,45,2,17,84,-67,2,51,36,15,2,250,248,2,0,1,1,2,11,,,,,,Berlin,Surge,,A,O,X,,A,D,,1,B,O,X,,A,D,X,,A,O,,1,,D,X,1,A,O,,1,,D,X,1,A,O,X,,,D,X,1,B,D,,6,,5,3,3,2,4,2,1,1,6,3,4,2,2,0,1,1,,,OpTic,7,1,6,14.29%,0,3,0,3,0,0,0,0,0,0,4,1,3,0,0,3,1,0,0,,,,,,Tuscan,Rokkr,,,,,D,0,1,X,X,6,O,27,1,,X,,D,11,,X,,4,O,8,,,,,D,9,2,55,10,,2,1,2,1,1,1,35,1,0,10,3,1,20,0,1,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Bocage,Mutineers,12,37,13,23,22,11,9,35,32,18,1,28,9,,,250,,,24,-24,3,74,25,3,57,12,3,55,29,2,40,8,2,19.23,37,1,0,0,0,0,,,FaZe,65,159,-94,5,168,26,142,4,39,122,-83,4,152,38,114,4,74,79,-5,4,498,424,74,2,3,1,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mutineers,51,35,16,2,37,25,12,2,61,22,39,2,60,32,28,2,41,26,15,2,250,140,110,1,0,0,1,10,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
