HARDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SnD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Map,Team,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gavutu,Subliners,2,3,3,43,52,23,28,32,8,24,,,,,,218,10,,25,-50,2,31,-28,2,35,-22,2,51,7,2,76,61,2,21.80,52,2,1,0,0,1,,,Legion,36,77,-41,6,92,101,-9,5,53,100,-47,4,113,53,60,4,22,147,-125,4,316,478,-162,0,3,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,4,1,3,25.00%,2,0,2,2,0,0,0,10,0,0,8,2,1,1,13,0,1,1,0,8
Gavutu,Thieves,42,35,41,8,0,33,24,16,36,15,,,,,,250,,,75,50,2,59,28,2,57,22,2,44,-7,2,15,-61,2,25.00,42,0,0,1,1,0,,,Ultra,44,68,-24,6,121,115,6,6,125,114,11,6,61,117,-56,5,115,45,70,4,466,459,7,0,1,1,1,27,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,4,1,3,25.00%,2,0,2,1,0,0,0,8,0,0,6,2,1,1,15,0,1,1,0,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guerrillas,17,30,-13,3,55,57,-2,3,67,68,-1,3,75,20,55,3,25,70,-45,2,239,245,-6,1,1,0,1,14,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,10,6,4,60.00%,5,3,2,4,3,3,3,28,3,0,25,5,3,2,24,1,3,3,0,16
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Surge,49,45,4,3,53,41,12,3,75,44,31,3,23,57,-34,2,50,38,12,2,250,225,25,0,0,0,1,13,,,,,,Berlin,Royal Ravens,1,B,D,X,,,O,,1,A,D,X,1,A,O,X,1,B,D,X,1,B,O,X,,B,D,,1,A,O,X,,,,,,,,,,,,,6,,4,3,3,3,2,2,1,1,4,3,3,3,1,1,3,2,,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,OpTic,1,X,X,6,O,5,1,,X,,D,2,,X,,5,O,2,1,x,x,,D,13,,,,,,,3,22,11,,2,1,2,1,1,1,7,1,0,11,2,2,15,1,2,1,1,6,,Guerrillas,5,2,3,40.00%,3,1,2,2,1,0,0,14,0,1,10,2,1,1,13,1,1,1,0,8
Berlin,Royal Ravens,26,22,22,23,23,49,32,31,18,4,,,,,,250,10,,75,55,2,54,27,2,53,23,2,41,-1,2,27,8,2,25.00,49,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Total Pts,,3564,,,2,9,2,9,99,,,,,,Berlin,Rokkr,,B,O,,1,,D,X,,A,O,,,A,D,,,B,O,,,B,D,,1,B,O,X,,A,D,,,,,,,,,,,,,,2,,4,1,1,1,1,0,3,1,4,1,1,1,2,0,1,0,,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Legion,,,,,D,3,,X,,5,O,0,1,,X,,D,12,,,,1,O,8,,,,,,,1,23,6,,2,0,1,0,0,0,8,0,0,6,2,1,15,0,1,1,0,11,,Surge,5,3,2,60.00%,2,1,1,2,1,0,0,15,0,1,9,3,2,1,37,0,2,2,0,11
Berlin,Rokkr,16,26,13,10,17,4,1,17,32,2,,,,,,138,,,20,-55,2,27,-27,2,30,-23,2,42,1,2,19,-8,2,13.80,32,1,0,0,0,0,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,5,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gavutu,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,Totals,,,,Offense,,,,,,,,,,,Defense,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Breach,45,42,3,2,15,47,-32,2,20,82,-62,2,22,29,-7,2,0,50,-50,1,102,250,-148,0,3,1,1,9,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Desert Siege,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,,Rounds,W,L,W%,Rounds,W,L,A Caps,A Caps W,B Caps,B Caps W,Lives Left,Cap Wins,Wipe Wins,Ticks,Rounds,W,L,Lives Left,A Def,B Def,Def Wins,Wipe Wins,Ticks Allow
Tuscan,Royal Ravens,36,13,8,31,37,18,34,23,25,7,18,,,,,250,11,,72,37,3,47,15,2,31,-28,2,56,18,2,44,-15,2,22.73,37,7,0,0,0,1,,,OpTic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,OpTic,,A,D,,,,O,,1,B,D,,1,A,O,X,,A,D,X,1,,O,,1,,D,X,1,B,O,,1,,D,,,,,,,,,,6,,4,3,1,1,1,1,1,1,5,3,2,1,2,0,1,1,,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Breach,,,,,O,15,1,,X,,D,12,,X,,4,O,4,1,,X,,D,6,,X,,3,O,4,2,41,7,,3,0,2,0,0,0,23,0,0,7,2,2,18,0,2,2,0,8,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Rokkr,4,26,30,14,16,31,6,29,24,43,0,,,,,223,,,35,-37,3,32,-15,2,59,28,2,38,-18,2,59,15,2,20.27,43,0,0,1,0,0,,,Thieves,75,25,50,2,59,31,28,2,57,35,22,2,44,51,-7,2,15,76,-61,2,250,218,32,0,1,1,0,10,,,,,,Berlin,Legion,1,A,O,X,1,,D,X,,B,O,X,,A,D,,1,A,O,,,,D,X,,,O,,,B,D,X,,,O,X,,,,,,,,,3,,5,2,3,1,2,2,1,0,4,1,3,1,1,0,1,0,,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,FaZe,1,X,X,,D,19,,X,,3,O,8,1,,X,,D,12,,X,,5,O,10,1,,X,,D,5,3,54,8,,2,0,2,0,0,0,18,0,0,8,3,3,36,1,3,3,0,7,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FaZe,42,45,-3,2,47,15,32,2,82,20,62,2,29,22,7,2,50,0,50,1,250,102,148,1,1,0,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Mutineers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,OpTic,9,13,25,16,49,16,38,27,5,23,5,2,,,,228,12,,30,9,3,53,11,3,52,30,2,21,-43,2,72,60,2,19.00,49,2,0,0,0,2,,,Subliners,25,75,-50,2,31,59,-28,2,35,57,-22,2,51,44,7,2,76,15,61,2,218,250,-32,1,0,0,1,10,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,Legion,8,16,7,27,0,3,0,15,37,12,10,26,,,,161,Ended on Time,,21,-9,3,42,-11,3,22,-30,2,64,43,2,12,-60,2,13.42,37,0,0,2,0,0,,,Rokkr,75,14,61,2,56,35,21,2,33,66,-33,2,67,32,35,2,19,74,-55,2,250,221,29,1,1,1,1,10,,,,,,Berlin,Breach,1,,D,X,1,B,O,,,A,D,,,B,O,,1,,D,X,1,A,O,X,1,B,D,X,1,A,O,X,,,,,,,,,,,,,6,,4,3,2,2,2,2,2,1,4,3,3,3,1,0,1,1,,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Mutineers,,,,1,O,8,1,,X,,D,16,,,,2,O,9,1,,X,,D,7,1,,X,,D,7,3,47,3,,2,0,0,0,0,0,17,0,0,3,3,3,30,0,3,3,0,10,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,49,59,-10,3,26,78,-52,3,85,8,77,2,68,25,43,2,14,80,-66,2,242,250,-8,0,3,2,1,12,,,,,,Berlin,FaZe,,,O,,,B,D,X,1,A,O,X,1,B,D,X,,,O,,,A,D,,,B,O,,,A,D,,,,,,,,,,,,,,2,,4,1,1,1,1,1,1,0,4,1,2,1,2,0,2,1,,,Rokkr,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Thieves,1,X,X,,D,10,,X,,3,O,1,1,X,X,,D,13,,X,,4,O,7,,X,,3,O,3,2,34,10,,3,0,3,0,0,0,11,0,0,10,2,2,23,2,2,2,0,3,,Rokkr,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Legion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavutu,Breach,0,13,15,22,0,45,2,5,0,,,,,,,102,9,,45,3,2,15,-32,2,20,-62,2,22,-7,2,0,-50,1,11.33,45,0,0,3,1,1,,,Ultra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavutu,FaZe,42,6,41,26,50,0,41,41,3,,,,,,,250,,,42,-3,2,47,32,2,82,62,2,29,7,2,50,50,1,27.78,50,0,1,1,0,3,,,Guerrillas,59,49,10,3,78,26,52,3,8,85,-77,2,25,68,-43,2,80,14,66,2,250,242,8,2,1,0,3,12,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surge,14,75,-61,2,35,56,-21,2,66,33,33,2,32,67,-35,2,74,19,55,2,221,250,-29,1,1,1,1,10,,,,,,Berlin,Mutineers,1,B,D,,,A,O,,1,A,D,X,,,O,,1,,D,,1,A,O,,1,,D,X,,B,O,X,,B,D,,1,,O,X,,,,,6,,5,2,2,1,2,1,1,0,5,4,2,2,1,1,2,1,,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Royal Ravens,1,X,,5,O,15,1,,X,,D,3,,,,,O,16,1,,X,,D,3,,,,,,,3,37,5,,2,1,1,1,0,0,31,0,1,5,2,2,6,0,2,2,0,7,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,,,,,,,,,,,,,,,,,,,Total Pts,,1783,,,6,11,6,11,41,,,,,,Berlin,Thieves,,B,O,X,1,A,D,X,,A,O,,1,,D,X,,,O,X,,A,D,X,,,O,,1,B,D,,1,B,O,X,,,D,,,,,,4,,5,1,3,1,1,0,2,1,5,3,3,2,2,1,1,1,,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Guerrillas,,,,,D,0,,X,,3,O,3,1,X,X,,D,23,,X,,4,O,2,,,,,,,1,28,7,,2,0,2,0,0,0,5,0,0,7,2,1,23,1,1,1,0,5,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,Breach,3,22,17,8,25,38,40,6,25,4,0,,,,,188,11,,41,-8,3,62,33,2,23,-53,2,33,-20,2,29,-14,2,17.09,40,0,0,1,0,0,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,
Bocage,FaZe,14,20,30,36,12,12,9,46,17,31,23,,,,,250,,,49,8,3,29,-33,2,76,53,2,53,20,2,43,14,2,22.73,46,9,0,0,0,1,,,Tuscan,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Tuscan,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,OpTic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Bocage,Thieves,1,,D,X,1,A,O,X,1,B,D,,1,,O,X,1,,D,X,,B,O,,,A,D,X,,,O,,,B,D,,1,B,O,X,,,,,6,,5,3,3,3,1,1,2,1,5,3,3,2,1,0,2,1,,,Breach,8,6,2,75.00%,7,4,3,1,3,2,2,2,0,0,4,3,1,4,3,1,1,1,0,,,,,,Tuscan,Ultra,1,X,X,6,O,3,,,,,D,0,,X,,5,O,1,1,,X,,D,4,1,X,X,6,O,10,3,18,17,,3,2,3,2,2,2,14,2,0,17,2,1,4,0,1,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Bocage,Mutineers,13,12,17,15,23,7,53,21,3,14,17,0,31,,,226,13,,37,17,3,65,-4,3,69,27,3,18,-56,2,37,-8,2,17.38,53,0,1,1,0,1,,,Thieves,55,35,20,2,53,47,6,2,51,25,26,2,52,31,21,2,39,6,33,1,250,144,106,0,0,0,1,9,,,,,,Bocage,Mutineers,,,O,,,A,D,,,B,O,X,,,D,,,,O,,1,B,D,X,1,A,O,,1,,D,X,1,B,O,X,,B,D,,,,,,4,,5,2,2,1,1,1,2,1,5,2,2,2,1,0,2,1,,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Mutineers,,,,,D,1,1,X,,3,O,10,1,,X,,D,3,,X,,3,O,3,,,,,D,8,2,25,6,,2,1,2,1,0,0,13,0,1,6,3,1,12,0,1,1,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,
Bocage,Thieves,14,23,11,38,20,5,0,26,36,25,1,46,5,,,250,,,20,-17,3,69,4,3,42,-27,3,74,56,2,45,8,2,19.23,46,0,0,1,1,1,,,FaZe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,11,5,6,45.45%,5,5,3,2,3,2,2,2,0,0,6,2,4,2,1,6,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mutineers,35,55,-20,2,47,53,-6,2,25,51,-26,2,31,52,-21,2,6,39,-33,1,144,250,-106,0,1,0,0,9,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
