HARDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SnD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Map,Team,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuscan,Rokkr,4,43,6,42,29,8,40,16,23,29,10,,,,,250,11,,22,-56,3,83,65,2,22,-41,2,65,41,2,58,15,2,22.73,43,4,0,0,0,0,,,Legion,30,24,6,3,63,42,21,3,60,25,35,2,26,49,-23,2,71,9,62,2,250,149,101,0,0,0,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,22,11,11,50.00%,8,11,5,6,4,4,4,3,2,2,11,6,5,4,2,2,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,3,0,3,0.00%,2,0,2,2,0,0,0,2,0,0,7,1,0,1,1,0,0,0,0,6
Tuscan,Thieves,15,9,40,5,22,34,9,23,19,21,29,,,,,226,,,78,56,3,18,-65,2,63,41,2,24,-41,2,43,-15,2,20.55,40,5,0,0,0,0,,,Ultra,110,222,-112,14,326,211,115,14,168,260,-92,11,234,175,59,10,120,308,-188,10,958,1176,-218,0,3,0,3,59,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,4,1,3,25.00%,2,0,2,2,0,0,0,12,0,0,7,2,1,1,15,0,1,1,0,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guerrillas,41,9,32,3,38,56,-18,3,42,48,-6,2,41,54,-13,2,24,53,-29,2,186,220,-34,0,0,0,0,12,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,17,9,8,52.94%,9,3,6,9,3,2,2,30,2,1,35,8,6,2,70,0,6,6,0,30
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Surge,136,136,0,9,140,142,-2,8,151,123,28,6,98,176,-78,6,178,68,110,6,703,645,58,0,0,0,4,35,,,,,,Bocage,Rokkr,,B,D,,1,B,O,X,,A,D,,,,O,X,1,B,D,,,,O,,,,D,X,,,O,,,,,,,,,,,,,,2,,4,1,2,1,0,0,1,1,4,1,1,0,1,0,2,1,,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,OpTic,1,X,X,6,O,13,1,,X,,D,11,,X,,3,O,4,1,,X,,D,15,,,,,,,3,43,9,,2,1,2,1,1,1,17,1,0,9,2,2,26,0,2,2,0,7,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlin,Rokkr,25,26,47,0,25,20,42,7,25,6,5,,,,,228,11,,50,-27,3,68,40,2,54,10,2,25,-48,2,31,3,2,20.73,47,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,Total Pts,,4377,,,0,12,0,12,120,,,,,,Bocage,Thieves,1,B,O,X,,B,D,,1,A,O,X,1,,D,,,B,O,X,1,,D,X,1,,O,,1,,D,X,,,,,,,,,,,,,6,,4,3,3,2,1,1,2,1,4,3,2,2,0,0,1,0,,,Surge,11,6,5,54.55%,9,6,4,2,4,3,0,0,1,1,5,2,3,5,2,1,0,0,0,,,,,,Berlin,Guerrillas,,,,,D,3,,X,,4,O,8,1,,X,,D,3,,X,,3,O,8,,,,,,,1,22,7,,2,0,2,0,0,0,16,0,0,7,2,1,6,0,1,1,0,9,,Surge,13,9,4,69.23%,7,4,3,7,4,2,2,28,2,2,28,6,5,1,43,0,5,5,0,25
Berlin,Thieves,21,26,5,52,6,32,2,39,21,22,24,,,,,250,,,77,27,3,28,-40,2,44,-10,2,73,48,2,28,-3,2,22.73,52,2,1,0,0,1,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,20,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gavutu,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,Totals,,,,Offense,,,,,,,,,,,Defense,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Breach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Desert Siege,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Berlin,Rounds,W,L,W%,Rounds,W,L,A Caps,A Caps W,B Caps,B Caps W,Lives Left,Cap Wins,Wipe Wins,Ticks,Rounds,W,L,Lives Left,A Def,B Def,Def Wins,Wipe Wins,Ticks Allow
Berlin,Subliners,2,27,17,0,24,26,21,7,11,,,,,,,135,9,,28,-28,2,48,6,2,24,-47,2,11,-54,2,24,8,1,15.00,27,0,0,1,1,0,,,OpTic,88,93,-5,4,70,118,-48,4,111,55,56,4,131,72,59,4,100,50,50,4,500,388,112,2,0,0,4,20,,,,,,Desert Siege,Thieves,1,A,D,,,,O,,1,A,D,X,1,,O,X,1,,D,X,1,A,O,X,1,,D,,,,,,,,,,,,,,,,,,6,,3,2,2,2,1,1,0,0,4,4,2,2,2,2,0,0,,,Breach,9,3,6,33.33%,3,5,2,3,0,0,2,1,1,1,4,1,3,3,1,2,0,0,0,,,,,,Tuscan,Legion,,X,,4,O,4,1,,X,,D,7,,X,,3,O,8,,,,,D,8,,,,,,,1,27,7,,2,0,2,0,0,0,12,0,0,7,2,1,15,0,1,1,0,9,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlin,Royal Ravens,34,24,31,56,16,22,18,40,9,,,,,,,250,,,56,28,2,42,-6,2,71,47,2,65,54,2,16,-8,1,27.78,56,9,1,0,0,1,,,Thieves,63,119,-56,4,73,101,-28,4,56,122,-66,4,57,121,-64,4,79,37,42,3,328,500,-172,0,5,3,0,19,,,,,,Desert Siege,Rokkr,,A,O,X,1,,D,X,,A,O,,,,D,,,,O,,,A,D,,,,O,X,,,,,,,,,,,,,,,,,1,,4,0,2,0,2,0,0,0,3,1,1,1,1,0,0,0,,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Ultra,1,,X,,D,5,,X,,3,O,2,1,,X,,D,17,1,X,X,6,O,8,,,,,,,3,32,9,,2,1,2,1,1,1,10,1,0,9,2,2,22,0,2,2,0,7,,OpTic,7,3,4,42.86%,4,1,3,4,1,1,1,17,1,0,17,3,2,1,32,0,2,2,0,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FaZe,56,34,22,2,67,10,57,2,61,36,25,2,62,25,37,2,4,33,-29,1,250,138,112,1,0,0,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,7,6,1,85.71%,4,3,2,1,2,2,1,1,0,0,4,4,0,2,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,12,8,4,66.67%,5,4,1,5,4,4,4,61,4,0,29,7,4,3,35,0,4,0,4,33
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Mutineers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,23,8,15,34.78%,7,11,3,8,4,2,2,2,2,1,12,5,7,3,3,6,1,1,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,FaZe,5,2,3,40.00%,3,1,2,3,1,1,1,17,1,0,12,2,1,1,10,0,1,0,1,11
Tuscan,Subliners,28,22,25,0,33,32,19,5,28,0,,,,,,192,10,,60,25,2,41,-8,2,30,-23,2,28,-47,2,33,-5,2,19.20,33,0,0,2,1,0,,,Subliners,38,52,-14,2,19,59,-40,2,64,30,34,2,69,24,45,2,60,6,54,2,250,171,79,0,0,0,1,10,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Royal Ravens,20,31,16,55,17,15,18,37,20,21,,,,,,250,,,35,-25,2,49,8,2,53,23,2,75,47,2,38,5,2,25.00,55,15,1,0,0,2,,,Rokkr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Bocage,Subliners,,A,D,,,,O,X,1,,D,X,1,B,O,X,1,A,D,X,,,O,X,,B,D,,1,A,O,X,1,,D,X,,B,O,,,A,D,X,5,,5,2,4,2,1,1,2,1,6,3,4,3,3,1,1,0,,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Breach,,X,,5,O,1,1,,X,,D,17,,X,,4,O,4,,,X,,D,0,,,,,,,1,22,9,,2,0,2,0,0,0,5,0,0,9,2,1,17,0,2,1,0,8,,Subliners,5,3,2,60.00%,2,1,1,2,1,0,0,7,0,1,8,3,2,1,17,0,2,1,1,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,64,25,39,2,55,36,19,2,35,50,-15,2,40,72,-32,2,4,67,-63,2,198,250,-52,0,1,0,0,10,,,,,,Bocage,Royal Ravens,1,A,O,X,1,,D,,,,O,,,B,D,,,A,O,,1,,D,,1,B,O,X,,A,D,,,,O,,1,B,D,X,1,A,O,,6,,6,3,2,2,3,2,1,1,5,3,1,1,1,0,2,1,,,Rokkr,16,7,9,43.75%,9,8,3,5,3,1,4,2,0,0,8,4,4,6,4,3,1,1,0,,,,,,Tuscan,Rokkr,1,,X,,D,7,,X,,3,O,9,1,,X,,D,8,1,X,,5,O,7,,,,,,,3,31,8,,2,1,2,1,0,0,16,0,1,8,2,2,15,0,2,2,0,9,,Rokkr,10,5,5,50.00%,6,4,2,6,4,2,2,37,2,2,27,4,1,3,41,0,1,1,0,23
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Legion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,OpTic,4,30,19,32,38,4,13,29,22,15,1,13,,,,220,12,,9,-32,3,56,18,3,48,6,2,54,13,2,53,29,2,18.33,38,1,0,0,0,0,,,Ultra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,Guerrillas,8,14,27,17,1,17,19,15,24,23,16,5,,,,186,,,41,32,3,38,-18,3,42,-6,2,41,-13,2,24,-29,2,15.50,27,1,0,0,0,0,,,Guerrillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,7,6,1,85.71%,6,3,2,1,3,2,1,1,1,1,4,4,0,3,3,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,9,4,5,44.44%,4,1,3,4,1,1,1,7,1,0,21,5,3,2,36,0,3,1,2,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surge,52,38,14,2,59,19,40,2,30,64,-34,2,24,69,-45,2,6,60,-54,2,171,250,-79,0,1,0,0,10,,,,,,Berlin,OpTic,1,B,D,,1,A,O,X,1,,D,X,1,,O,X,,A,D,,1,B,O,X,,,D,,1,,O,,,,,,,,,,,,,,6,,4,4,3,3,1,1,1,1,4,2,1,1,1,0,1,1,,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Royal Ravens,,X,,4,O,0,,,,,D,1,,X,,3,O,2,,,,,,,,,,,,,0,3,7,,2,0,2,0,0,0,2,0,0,7,1,0,1,0,0,0,0,6,,Guerrillas,4,1,3,25.00%,2,0,2,2,0,0,0,16,0,0,7,2,1,1,6,0,1,1,0,9
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,,,,,,,,,,,,,,,,,,,Total Pts,,1697,,,3,7,3,7,39,,,,,,Berlin,Guerrillas,,B,O,X,,A,D,,,,O,,,,D,,1,A,O,X,,B,D,,1,,O,X,,,D,X,,,,,,,,,,,,,2,,4,2,3,2,1,1,1,0,4,0,1,0,1,0,1,0,,,Surge,16,9,7,56.25%,10,9,5,4,6,5,5,4,0,0,7,4,3,4,3,2,0,2,1,,,,,,Tuscan,OpTic,1,,X,,D,12,1,X,X,6,O,16,1,,X,,D,7,,,,,,,,,,,,,3,35,6,,1,1,1,1,1,1,16,1,0,6,2,2,19,0,2,1,1,7,,Surge,10,5,5,50.00%,5,2,3,5,2,1,1,18,1,1,20,5,3,2,26,0,3,0,3,20
Bocage,Ultra,4,18,24,25,0,4,24,1,24,9,16,0,,,,149,12,,24,-6,3,42,-21,3,25,-35,2,49,23,2,9,-62,2,12.42,25,0,0,2,0,0,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,18,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,9,,,,,,,,,,,,,,,,,,,,,
Bocage,Legion,8,27,16,11,37,14,18,44,15,34,8,18,,,,250,,,30,6,3,63,21,3,60,35,2,26,-23,2,71,62,2,20.83,44,8,0,0,0,2,,,Tuscan,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Tuscan,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,OpTic,84,33,51,3,42,42,0,2,36,40,-4,2,20,80,-60,2,40,55,-15,2,222,250,-28,0,1,0,1,11,,,,,,Tuscan,Ultra,,,D,,1,,O,,1,,D,X,,A,O,X,1,,D,X,1,A,O,,1,,D,X,1,B,O,,,,,,,,,,,,,,6,,4,3,1,0,2,1,1,1,4,3,3,3,0,0,0,0,,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,Ultra,1,X,X,6,O,5,1,,X,,D,6,,X,,5,O,2,,,,,D,9,1,,X,,D,9,3,31,11,,2,1,2,1,1,1,7,1,0,11,3,2,24,0,2,0,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuscan,Ultra,36,0,31,9,16,40,18,24,27,23,26,,,,,250,11,,102,91,3,18,-17,2,55,37,2,36,-7,2,39,-15,2,22.73,40,0,0,1,0,1,,,Thieves,130,76,54,6,88,117,-29,4,94,83,11,4,65,123,-58,4,61,101,-40,4,438,500,-62,0,1,0,0,22,,,,,,Tuscan,Legion,1,,O,X,,,D,X,,,O,,1,A,D,,,,O,,,A,D,X,,,O,,,B,D,X,,,,,,,,,,,,,2,,4,1,1,1,0,0,0,0,4,1,3,0,2,1,1,0,,,OpTic,10,6,4,60.00%,6,5,3,2,3,3,1,1,1,1,5,3,2,3,2,2,0,0,0,,,,,,Berlin,Rokkr,,,,,D,8,,X,,3,O,0,1,,X,,D,7,1,X,X,6,O,15,,X,,3,O,0,2,30,12,,3,1,3,1,1,1,15,1,0,12,2,1,15,0,1,1,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuscan,Legion,7,27,6,29,23,4,8,12,14,31,0,,,,,161,,,11,-91,3,35,17,2,18,-37,2,43,7,2,54,15,2,14.64,31,0,0,1,0,1,,,FaZe,173,276,-103,10,200,130,70,8,199,148,51,8,213,173,40,8,133,191,-58,8,918,918,0,2,3,1,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mutineers,101,108,-7,5,90,79,11,4,130,81,49,4,107,71,36,4,72,71,1,3,500,410,90,1,1,0,2,20,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,18,12,6,66.67%,9,9,6,3,3,1,4,2,1,1,9,6,3,6,5,2,2,1,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
