HARDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SnD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Map,Team,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bocage,Subliners,9,34,45,42,12,14,43,21,1,29,,,,,,250,10,,23,-1,2,77,54,2,66,41,2,43,11,2,41,-1,2,25.00,45,1,0,0,0,0,,,Legion,72,66,6,5,89,104,-15,5,56,110,-54,4,98,69,29,4,81,84,-3,4,396,433,-37,0,0,0,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,Legion,13,19,4,2,39,11,4,21,30,3,,,,,,146,,,24,1,2,23,-54,2,25,-41,2,32,-11,2,42,1,2,14.60,39,2,0,0,0,0,,,Ultra,34,51,-17,3,63,68,-5,3,62,28,34,2,47,49,-2,2,44,30,14,2,250,226,24,0,0,0,0,12,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,10,4,6,40.00%,5,5,1,4,1,1,0,0,1,1,5,3,2,4,3,1,1,1,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guerrillas,43,48,-5,3,27,66,-39,3,44,31,13,2,26,66,-40,2,43,39,4,2,183,250,-67,0,1,0,0,12,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,9,3,6,33.33%,5,0,5,5,0,0,0,11,0,0,16,4,3,1,24,0,3,2,1,15
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Surge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Desert Siege,Thieves,1,,D,,,B,O,,,A,D,X,,B,O,X,,A,D,,,,O,,1,,D,X,,B,O,,,,,,,,,,,,,,2,,4,0,1,0,0,0,3,0,4,2,2,1,2,0,0,0,,,Guerrillas,10,6,4,60.00%,5,5,2,3,1,1,1,0,1,1,5,4,1,4,4,0,0,1,0,,,,,,Tuscan,Mutineers,,X,,3,O,0,1,,X,,D,6,,X,,3,O,2,1,,X,,D,10,,X,,4,O,4,2,22,10,,3,0,3,0,0,0,6,0,0,10,2,2,16,0,2,2,0,6,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Thieves,6,25,18,49,23,5,25,42,11,1,,,,,,205,10,,11,-59,2,50,-6,2,60,36,2,60,20,2,24,-36,2,20.50,49,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Total Pts,,2201,,,0,2,0,2,59,,,,,,Desert Siege,Surge,,,O,X,1,B,D,X,1,A,O,,1,B,D,,1,A,O,X,1,,D,X,,,O,,1,B,D,X,,,,,,,,,,,,,6,,4,2,2,1,2,2,0,0,4,4,3,3,0,0,3,3,,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Rokkr,1,,X,,D,11,,X,,3,O,4,1,,X,,D,8,,X,,3,O,2,1,,X,,D,11,3,36,6,,2,0,2,0,0,0,6,0,0,6,3,3,30,0,3,2,1,10,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Surge,41,27,19,3,30,29,29,5,37,30,,,,,,250,,,70,59,2,56,6,2,24,-36,2,40,-20,2,60,36,2,25.00,41,3,0,0,0,0,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,6,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gavutu,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,Totals,,,,Offense,,,,,,,,,,,Defense,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Breach,34,56,-22,2,20,70,-50,2,39,51,-12,2,48,46,2,2,35,27,8,2,176,250,-74,0,1,1,0,10,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Desert Siege,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Berlin,Rounds,W,L,W%,Rounds,W,L,A Caps,A Caps W,B Caps,B Caps W,Lives Left,Cap Wins,Wipe Wins,Ticks,Rounds,W,L,Lives Left,A Def,B Def,Def Wins,Wipe Wins,Ticks Allow
Gavutu,Rokkr,16,22,29,30,0,0,17,0,,,,,,,,114,8,,16,-53,2,39,-8,2,29,-31,2,30,8,1,0,-52,1,14.25,30,0,0,3,1,0,,,OpTic,75,50,25,3,27,60,-33,2,43,36,7,2,54,45,9,2,51,14,37,2,250,205,45,0,0,0,3,11,,,,,,Tuscan,Rokkr,1,A,D,X,1,A,O,X,1,,D,X,,,O,,1,,D,X,1,A,O,X,,B,D,,,A,O,X,,B,D,,1,,O,X,,,,,6,,5,3,4,3,3,2,0,0,5,3,3,3,1,1,2,0,,,Breach,8,2,6,25.00%,2,4,1,3,1,1,1,0,2,1,4,1,3,1,0,0,0,3,0,,,,,,Berlin,FaZe,1,X,X,6,O,17,,,,,D,17,,X,,4,O,6,1,,X,,D,6,1,,X,,D,16,3,62,10,,2,1,2,1,1,1,23,1,0,10,3,2,39,0,2,2,0,12,,Breach,8,5,3,62.50%,5,3,2,5,3,1,1,50,1,2,22,3,2,1,30,0,2,2,0,13
Gavutu,Mutineers,26,30,27,22,52,43,17,33,,,,,,,,250,,,69,53,2,47,8,2,60,31,2,22,-8,1,52,52,1,31.25,52,17,1,0,0,3,,,Thieves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Mutineers,,A,O,,,A,D,,,,O,,1,,D,X,,,O,,,A,D,,1,B,O,X,1,A,D,,1,B,O,X,,,D,,,,,,4,,5,2,2,2,1,0,2,2,5,2,1,1,3,1,0,0,,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,Breach,,,,,D,10,1,X,X,6,O,22,1,,X,,D,7,,X,,3,O,4,,X,,3,O,2,2,45,12,,3,1,3,1,1,1,28,1,0,12,2,1,17,0,1,1,0,10,,OpTic,4,3,1,75.00%,2,2,0,2,2,2,2,35,2,0,12,2,1,1,31,0,1,1,0,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FaZe,50,75,-25,3,60,27,33,2,36,43,-7,2,45,54,-9,2,14,51,-37,2,205,250,-45,0,3,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,8,2,6,25.00%,3,4,0,4,1,0,0,0,3,0,4,2,2,2,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,3,0,3,0.00%,2,0,2,2,0,0,0,0,0,0,7,1,0,1,0,0,0,0,0,5
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Mutineers,133,41,92,4,87,92,-5,4,113,75,38,4,81,77,4,3,86,59,27,3,500,344,156,3,2,1,5,18,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,8,6,2,75.00%,6,4,3,1,3,2,0,0,3,3,4,3,1,3,3,1,1,2,1,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,FaZe,9,4,5,44.44%,4,2,2,4,2,2,2,42,2,0,19,5,2,3,50,0,2,2,0,24
Bocage,Rokkr,8,24,26,23,3,30,10,29,9,28,21,34,5,,,250,13,,59,21,3,68,7,3,60,23,3,32,-5,2,31,3,2,19.23,34,3,0,0,0,1,,,Subliners,70,49,21,3,34,53,-19,2,2,67,-65,2,101,3,98,2,43,33,10,2,250,205,45,1,1,1,2,11,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,Mutineers,21,20,13,15,18,5,37,24,22,10,12,4,0,,,201,,,38,-21,3,61,-7,3,37,-23,3,37,5,2,28,-3,2,15.46,37,0,0,1,0,0,,,Rokkr,16,69,-53,2,39,47,-8,2,29,60,-31,2,30,22,8,1,0,52,-52,1,114,250,-136,0,3,1,0,8,,,,,,Desert Siege,Breach,,B,D,,1,B,O,X,,B,D,X,,A,O,,,B,D,,,B,O,,1,,D,,,,O,,,,,,,,,,,,,,2,,4,1,1,1,1,0,2,1,4,1,1,0,0,0,3,0,,,Subliners,9,3,6,33.33%,4,5,2,3,3,2,1,1,2,1,4,1,3,1,1,1,0,1,0,,,,,,Gavutu,Legion,,X,,3,O,5,1,X,X,,D,17,,,,2,O,12,1,X,X,,D,16,1,,X,,D,9,3,59,5,,2,0,1,0,0,0,17,0,0,5,3,3,42,2,3,3,0,6,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,56,34,22,2,70,20,50,2,51,39,12,2,46,48,-2,2,27,35,-8,2,250,176,74,1,0,0,1,10,,,,,,Desert Siege,FaZe,1,B,O,X,,B,D,,1,B,O,,1,A,D,X,1,B,O,X,1,B,D,X,,,O,X,1,,D,X,,,,,,,,,,,,,6,,4,3,3,2,0,0,3,3,4,3,3,3,1,1,2,1,,,Rokkr,10,6,4,60.00%,8,5,2,3,4,2,1,1,1,1,5,4,1,4,4,3,2,0,0,,,,,,Gavutu,Guerrillas,1,,X,,D,7,,,,1,O,13,1,X,X,,D,11,,,,1,O,3,,X,,4,O,1,2,35,6,,3,0,1,0,0,0,17,0,0,6,2,2,18,1,2,2,0,5,,Rokkr,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Legion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,3,0,3,0.00%,1,0,1,1,0,0,0,7,0,0,3,2,0,2,0,0,0,0,0,10
Bocage,Breach,13,8,42,6,43,9,11,4,23,3,24,9,,,,195,12,,46,14,3,28,-72,3,46,-1,2,29,-18,2,46,22,2,16.25,43,3,0,0,0,0,,,Ultra,49,70,-21,3,53,34,19,2,67,2,65,2,3,101,-98,2,33,43,-10,2,205,250,-45,1,2,1,1,11,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,10,4,6,40.00%,5,5,3,2,3,3,4,3,0,0,5,1,4,2,1,2,0,3,1,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,FaZe,9,35,6,35,6,13,34,41,12,18,10,31,,,,250,,,32,-14,3,100,72,3,47,1,2,47,18,2,24,-22,2,20.83,41,6,0,0,0,0,,,Guerrillas,25,64,-39,2,53,40,13,2,46,53,-7,2,47,59,-12,2,59,34,25,2,230,250,-20,1,2,2,2,10,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,19,10,9,52.63%,7,9,4,5,4,4,4,2,1,1,10,6,4,3,3,2,0,3,1,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Desert Siege,Guerrillas,1,,D,X,1,A,O,X,,A,D,,1,B,O,,,A,D,,,B,O,,,A,D,,1,A,O,X,1,A,D,X,1,B,O,X,,,,,6,,5,4,3,3,2,2,3,2,5,2,2,2,4,1,0,0,,,Guerrillas,10,6,4,60.00%,5,5,4,1,3,3,2,2,3,2,5,2,3,2,2,4,1,0,0,,,,,,Berlin,FaZe,1,X,X,6,O,14,,,,,D,6,,X,,3,O,5,,,,,D,5,,,,,,,1,30,9,,2,1,2,1,1,1,19,1,0,9,2,0,11,0,0,0,0,12,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,,,,,,,,,,,,,,,,,,,Total Pts,,2180,,,7,14,7,14,50,,,,,,Desert Siege,Legion,,,O,,,A,D,,1,A,O,X,,B,D,X,1,A,O,X,1,B,D,X,1,A,O,X,,A,D,,,A,O,,,B,D,,,,,,4,,5,3,3,3,4,3,0,0,5,1,2,1,2,0,3,1,,,Surge,8,6,2,75.00%,5,4,2,2,2,1,2,2,0,0,4,4,0,3,3,0,0,3,3,,,,,,Berlin,OpTic,,,,,D,14,1,X,X,6,O,17,1,,X,,D,17,1,X,X,6,O,18,,,,,,,3,66,12,,2,2,2,2,2,2,35,2,0,12,2,1,31,0,1,1,0,9,,Surge,3,3,0,100.00%,1,1,0,1,1,0,0,6,0,1,5,2,2,0,15,0,2,0,2,7
Bocage,Guerrillas,9,14,17,11,17,19,13,27,15,26,15,0,,,,183,12,,43,-5,3,27,-39,3,44,13,2,26,-40,2,43,4,2,15.25,27,0,0,1,0,0,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,24,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,
Bocage,Legion,19,15,17,35,22,11,26,14,31,17,18,25,,,,250,,,48,5,3,66,39,3,31,-13,2,66,40,2,39,-4,2,20.83,35,11,0,0,0,1,,,Tuscan,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breach,67,62,5,3,40,37,3,2,72,4,68,2,29,64,-35,2,42,50,-8,2,250,217,33,0,0,0,0,11,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Tuscan,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,OpTic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Bocage,Legion,,,D,X,,,O,,1,,D,X,1,B,O,X,,B,D,,,,O,,1,,D,X,,,O,,1,A,D,X,,,O,,,,,,4,,5,1,1,1,0,0,1,1,5,3,4,3,1,1,1,0,,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Ultra,,X,,3,O,1,1,,X,,D,10,,X,,3,O,3,1,,X,,D,6,,X,,4,O,0,2,20,10,,3,0,3,0,0,0,4,0,0,10,2,2,16,0,2,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuscan,Guerrillas,53,11,25,19,52,19,16,41,14,,,,,,,250,9,,72,43,2,27,-43,2,66,52,2,33,9,2,52,52,1,27.78,53,11,2,0,0,3,,,Thieves,11,70,-59,2,50,56,-6,2,60,24,36,2,60,40,20,2,24,60,-36,2,205,250,-45,0,0,0,0,10,,,,,,Bocage,Guerrillas,1,,O,,1,,D,X,,,O,,,B,D,,1,B,O,X,1,,D,X,,,O,,1,,D,X,,A,O,,1,,D,X,,,,,6,,5,2,1,1,1,0,1,1,5,4,4,4,0,0,1,0,,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Subliners,1,,X,,D,4,,X,,3,O,0,1,,X,,D,1,,X,,4,O,5,1,,X,,D,2,3,12,7,,2,0,2,0,0,0,5,0,0,7,3,3,7,0,3,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuscan,Legion,0,34,13,24,0,29,36,1,0,,,,,,,137,,,29,-43,2,70,43,2,14,-52,2,24,-9,2,0,-52,1,15.22,36,0,0,3,2,0,,,FaZe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mutineers,44,50,-6,2,34,66,-32,2,65,22,43,2,58,29,29,2,49,1,48,2,250,168,82,0,1,1,1,10,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
