HARDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SnD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Map,Team,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuscan,Royal Ravens,13,0,31,13,39,10,18,13,30,18,51,0,,,,236,12,,74,14,3,18,-57,3,44,2,2,43,12,2,57,15,2,19.67,51,0,1,2,1,1,,,Legion,25,40,-15,3,26,95,-69,3,48,48,0,2,56,23,33,2,25,44,-19,2,180,250,-70,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,17,8,9,47.06%,6,9,4,5,3,3,4,3,0,0,8,4,4,3,3,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,FaZe,26,54,11,29,11,34,8,31,2,31,0,13,,,,250,,,60,-14,3,75,57,3,42,-2,2,31,-12,2,42,-15,2,20.83,54,0,1,1,1,2,,,Ultra,12,61,-49,3,60,53,7,3,53,71,-18,3,97,15,82,3,25,50,-25,2,247,250,-3,1,1,0,0,14,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,9,3,6,33.33%,4,4,2,2,2,2,2,0,0,0,5,1,4,2,1,3,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,4,3,1,75.00%,2,2,0,2,2,1,1,30,1,1,10,2,1,1,15,0,1,1,0,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guerrillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,9,6,3,66.67%,3,4,3,1,2,2,1,1,1,1,5,3,2,1,1,4,2,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Surge,35,32,3,3,73,38,35,3,34,70,-36,3,60,36,24,2,48,31,17,2,250,207,43,0,1,0,1,13,,,,,,Desert Siege,Subliners,1,B,D,X,,,O,,1,,D,X,1,A,O,,1,,D,X,1,,O,X,1,,D,X,,,,,,,,,,,,,,,,,6,,3,2,1,1,1,1,0,0,4,4,4,4,0,0,1,1,,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Mutineers,,X,,3,O,7,1,X,X,,D,22,,X,,3,O,10,1,,X,,D,15,,X,,5,O,3,2,57,11,,3,0,3,0,0,0,20,0,0,11,2,2,37,1,2,2,0,4,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,Subliners,11,30,12,17,21,15,32,36,6,23,14,33,,,,250,12,,40,15,3,95,69,3,48,0,2,23,-33,2,44,19,2,20.83,36,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Total Pts,,2258,,,2,5,2,5,63,,,,,,Desert Siege,Legion,,B,O,,1,,D,X,,,O,,,A,D,X,,,O,,,,D,,,,O,,,,,,,,,,,,,,,,,,1,,4,0,0,0,0,0,1,0,3,1,2,1,1,0,0,0,,,Surge,9,3,6,33.33%,3,5,1,4,1,0,3,1,0,0,4,2,2,2,2,0,0,1,0,,,,,,Tuscan,OpTic,1,,X,,D,16,,,,1,O,10,1,,X,,D,14,,X,,3,O,15,1,,X,,D,3,3,58,4,,2,0,1,0,0,0,25,0,0,4,3,3,33,0,3,3,0,11,,Surge,5,2,3,40.00%,3,1,2,3,1,1,1,13,1,0,13,2,1,1,11,0,1,1,0,6
Bocage,Legion,4,13,34,22,20,12,12,14,34,5,9,1,,,,180,,,25,-15,3,26,-69,3,48,0,2,56,33,2,25,-19,2,15.00,34,1,0,0,0,0,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,24,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gavutu,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,Totals,,,,Offense,,,,,,,,,,,Defense,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Breach,89,3,86,2,58,30,28,2,66,10,56,2,7,31,-24,1,30,25,5,1,250,99,151,1,0,0,3,8,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Desert Siege,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,,Rounds,W,L,W%,Rounds,W,L,A Caps,A Caps W,B Caps,B Caps W,Lives Left,Cap Wins,Wipe Wins,Ticks,Rounds,W,L,Lives Left,A Def,B Def,Def Wins,Wipe Wins,Ticks Allow
Berlin,Subliners,31,21,20,53,33,33,52,7,,,,,,,,250,8,,64,41,2,73,47,2,27,-2,2,53,53,1,33,32,1,31.25,53,7,2,0,0,2,,,OpTic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,Mutineers,,B,D,,,,O,,1,,D,X,,,O,,,B,D,X,,,O,,1,B,D,,1,A,O,,,B,D,,,,,,,,,,3,,4,1,0,0,1,1,0,0,5,2,2,1,0,0,4,1,,,Breach,8,2,6,25.00%,5,4,2,2,3,1,1,1,1,1,4,0,4,2,0,2,0,0,0,,,,,,Gavutu,Ultra,,,,2,O,15,1,,X,,D,5,,X,,4,O,5,1,X,X,,D,26,1,,X,,D,10,3,61,6,,2,0,1,0,0,0,20,0,0,6,3,3,41,1,3,2,1,6,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlin,Legion,9,26,26,0,1,14,0,3,,,,,,,,79,,,23,-41,2,26,-47,2,29,2,2,0,-53,1,1,-32,1,9.88,26,0,0,2,2,0,,,Thieves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,OpTic,1,B,O,X,1,,D,X,,,O,,1,,D,X,1,B,O,,1,,D,X,,B,O,X,,A,D,X,1,B,O,X,,,,,,,,,6,,5,3,3,2,0,0,4,3,4,3,4,3,1,0,0,0,,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Breach,1,X,X,,D,19,,X,,3,O,6,1,,X,,D,6,,,,,O,20,,X,,3,O,0,2,51,6,,3,0,2,0,0,0,26,0,0,6,2,2,25,1,2,2,0,6,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FaZe,112,85,27,5,131,52,79,4,109,49,60,4,83,64,19,3,65,62,3,3,500,312,188,2,0,0,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Mutineers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,Mutineers,9,18,41,4,21,4,7,26,6,11,23,23,,,,193,12,,36,-4,3,48,-8,3,67,51,2,10,-41,2,32,-15,2,16.08,41,4,0,0,0,0,,,Subliners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,OpTic,14,26,3,26,20,22,18,13,25,27,4,12,,,,210,Ended on Time,,40,4,3,56,8,3,16,-51,2,51,41,2,47,15,2,17.50,27,3,0,0,0,0,,,Rokkr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Desert Siege,Ultra,1,,D,,1,,O,,,A,D,X,1,A,O,X,,B,D,,1,,O,,1,,D,,1,A,O,X,,,,,,,,,,,,,6,,4,4,2,2,2,2,0,0,4,2,1,0,1,0,1,0,,,Subliners,7,6,1,85.71%,5,3,2,1,1,1,1,1,0,0,4,4,0,4,4,0,0,1,1,,,,,,Gavutu,Surge,,X,,4,O,5,1,X,X,,D,16,,X,,3,O,14,1,X,X,,D,16,,,,,D,0,2,51,7,,2,0,2,0,0,0,19,0,0,7,3,2,32,2,2,2,0,6,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,43,60,-17,3,16,64,-48,2,24,67,-43,2,64,31,33,2,47,28,19,2,194,250,-56,0,2,1,0,11,,,,,,Desert Siege,Breach,,,O,X,,,D,X,1,A,O,,,A,D,,1,B,O,X,,,D,X,,,O,X,,A,D,,,,,,,,,,,,,,2,,4,2,3,1,1,1,1,1,4,0,2,0,2,0,0,0,,,Rokkr,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Guerrillas,1,,X,,D,11,,,,1,O,12,1,,X,,D,9,,,,1,O,8,1,X,,4,O,3,3,43,6,,3,1,1,1,0,0,23,0,1,6,2,2,20,0,2,2,0,7,,Rokkr,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Legion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,Ultra,6,24,16,50,22,0,24,28,45,3,6,12,9,2,,247,14,,12,-49,3,60,7,3,53,-18,3,97,82,3,25,-25,2,17.64,50,0,1,1,0,0,,,Ultra,45,141,-96,4,66,125,-59,4,35,108,-73,4,31,59,-28,2,40,67,-27,2,217,500,-283,0,6,2,0,16,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,7,1,6,14.29%,2,4,0,4,0,0,0,0,1,0,3,1,2,2,1,1,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,Breach,15,8,18,4,13,29,22,14,1,37,17,23,39,10,,250,,,61,49,3,53,-7,3,71,18,3,15,-82,3,50,25,2,17.86,39,1,0,0,1,1,,,Guerrillas,76,21,55,2,14,86,-72,2,87,10,77,2,13,93,-80,2,60,9,51,2,250,219,31,2,2,2,2,10,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,8,6,2,75.00%,3,4,4,0,2,2,2,2,0,0,4,2,2,1,0,1,0,1,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surge,21,76,-55,2,86,14,72,2,10,87,-77,2,93,13,80,2,9,60,-51,2,219,250,-31,2,2,2,2,10,,,,,,Berlin,Breach,1,B,D,X,1,B,O,,,A,D,,1,A,O,,1,A,D,X,1,B,O,X,,A,D,,1,A,O,X,,,,,,,,,,,,,6,,4,4,2,2,2,2,2,2,4,2,2,2,3,1,1,1,,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Thieves,,X,,3,O,6,1,X,X,,D,18,,,,1,O,9,1,X,X,,D,16,,X,,4,O,2,2,51,8,,3,0,2,0,0,0,17,0,0,8,2,2,34,2,2,2,0,4,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,,,,,,,,,,,,,,,,,,,Total Pts,,1630,,,7,12,7,12,37,,,,,,Berlin,Ultra,,B,O,,,B,D,X,1,A,O,X,,A,D,X,,A,O,,,B,D,,1,A,O,X,,A,D,,,,,,,,,,,,,,2,,4,2,2,2,3,2,1,0,4,0,2,0,2,0,2,0,,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Rokkr,1,,X,,D,14,,,,2,O,14,1,X,X,,D,23,,,,2,O,12,1,,X,,D,9,3,72,4,,2,0,0,0,0,0,26,0,0,4,3,3,46,1,3,3,0,8,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavutu,Ultra,0,0,0,31,25,3,30,10,,,,,,,,99,8,,3,-86,2,30,-28,2,10,-56,2,31,24,1,25,-5,1,12.38,31,0,0,3,1,0,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,6,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,,,,,,,,,,,,,,,,,,
Gavutu,Breach,43,51,31,7,30,46,7,35,,,,,,,,250,,,89,86,2,58,28,2,66,56,2,7,-24,1,30,5,1,31.25,51,7,1,0,0,3,,,Tuscan,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Tuscan,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,OpTic,49,72,-23,3,56,57,-1,3,60,28,32,2,44,33,11,2,41,50,-9,2,250,240,10,1,1,0,1,12,,,,,,Berlin,Surge,,B,D,,,A,O,,,A,D,,1,B,O,,,A,D,X,1,B,O,X,1,,D,X,,B,O,X,,B,D,,,,,,,,,,3,,4,2,2,1,1,0,3,2,5,1,2,1,2,0,2,0,,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Ultra,,,,,O,12,1,,X,,D,3,1,X,X,6,O,7,,,,,D,0,1,,X,4,O,6,3,28,10,,3,2,1,1,2,2,25,1,1,10,2,1,3,0,1,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuscan,Surge,8,16,47,21,21,52,40,18,27,,,,,,,250,9,,60,29,2,56,22,2,65,42,2,48,9,2,21,-4,1,27.78,52,8,1,0,0,1,,,Thieves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Berlin,Guerrillas,1,B,O,X,1,A,D,X,1,A,O,X,,B,D,X,1,A,O,,,B,D,,,,O,,1,B,D,,1,B,O,X,,,,,,,,,6,,5,4,3,3,2,2,2,2,4,2,2,1,1,1,3,1,,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,FaZe,1,X,X,,D,22,,X,,4,O,5,,,,,D,4,1,X,,4,O,2,,,,,D,0,2,33,8,,2,1,2,1,0,0,7,0,1,8,3,1,26,1,1,1,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuscan,Guerrillas,31,32,6,22,25,0,2,17,17,,,,,,,152,,,31,-29,2,34,-22,2,23,-42,2,39,-9,2,25,4,1,16.89,32,0,0,1,1,0,,,FaZe,127,121,6,6,94,98,-4,5,109,72,37,4,81,95,-14,4,89,89,0,4,500,475,25,1,1,2,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,8,6,2,75.00%,2,4,3,1,1,1,2,2,1,1,4,3,1,1,1,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mutineers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
