HARDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SnD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Map,Team,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offense,,,,,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuscan,Subliners,13,13,26,24,18,21,44,2,17,18,2,,,,,198,11,,36,-46,3,57,34,2,28,-18,2,41,-13,2,36,-9,2,18.00,44,2,0,0,0,0,,,Legion,21,59,-38,3,49,59,-10,3,50,35,15,2,52,27,25,2,8,70,-62,2,180,250,-70,0,1,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Breach,33,20,10,22,18,24,3,36,32,27,25,,,,,250,,,82,46,3,23,-34,2,46,18,2,54,13,2,45,9,2,22.73,36,3,0,0,0,0,,,Ultra,71,47,24,5,110,55,55,5,107,52,55,4,51,129,-78,4,95,23,72,3,434,306,128,0,4,1,2,21,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guerrillas,26,36,-10,3,76,63,13,3,64,63,1,3,46,41,5,3,38,38,0,2,250,241,9,0,0,0,0,14,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,9,3,6,33.33%,5,1,4,3,1,1,0,9,0,1,19,4,2,2,21,0,2,2,0,18
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Surge,43,36,7,3,14,84,-70,3,49,45,4,2,55,40,15,2,39,45,-6,2,200,250,-50,0,1,0,0,12,,,,,,Bocage,Breach,1,,D,X,,,O,,,A,D,,1,B,O,X,1,B,D,,,B,O,,1,,D,X,,,O,X,,,D,,,,O,,,,,,4,,5,1,2,1,0,0,2,1,5,3,2,2,1,0,1,1,,,Guerrillas,8,2,6,25.00%,2,4,1,3,1,0,2,1,0,0,4,1,3,1,0,2,0,1,0,,,,,,Gavutu,Rokkr,,X,,3,O,8,1,,X,,D,3,,X,,3,O,1,1,,X,,D,10,,X,,5,O,0,2,22,11,,3,0,3,0,0,0,9,0,0,11,2,2,13,0,2,2,0,6,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,Rokkr,4,25,34,6,16,18,2,5,32,22,14,36,24,3,,241,14,,36,10,3,63,-13,3,63,-1,3,41,-5,3,38,0,2,17.21,36,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Total Pts,,2542,,,1,10,1,10,71,,,,,,Bocage,Subliners,,,O,,1,,D,X,1,A,O,X,,B,D,,,B,O,X,1,B,D,X,,,O,,1,,D,,1,,O,X,1,,D,X,,,,,6,,5,2,3,2,1,1,1,0,5,4,3,3,0,0,2,1,,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Guerrillas,1,,X,,D,6,,X,,3,O,7,1,,X,,D,5,,X,,3,O,7,1,,X,,D,9,3,34,6,,2,0,2,0,0,0,14,0,0,6,3,3,20,0,3,2,1,11,,Surge,4,1,3,25.00%,2,0,2,2,0,0,0,6,0,0,7,2,1,1,5,0,1,1,0,10
Bocage,Guerrillas,5,23,5,22,18,8,39,33,11,20,13,14,26,13,,250,,,26,-10,3,76,13,3,64,1,3,46,5,3,38,0,2,17.86,39,5,0,0,0,0,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,9,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gavutu,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,Totals,,,,Offense,,,,,,,,,,,Defense,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Breach,104,17,87,3,15,70,-55,2,80,15,65,2,30,70,-40,2,21,75,-54,2,250,247,3,1,1,1,1,11,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Desert Siege,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,,Rounds,W,L,W%,Rounds,W,L,A Caps,A Caps W,B Caps,B Caps W,Lives Left,Cap Wins,Wipe Wins,Ticks,Rounds,W,L,Lives Left,A Def,B Def,Def Wins,Wipe Wins,Ticks Allow
Berlin,Rokkr,20,16,1,21,3,19,25,24,25,21,48,27,,,,250,12,,87,29,3,68,29,3,25,-46,2,46,36,2,24,-1,2,20.83,48,1,0,0,0,1,,,OpTic,17,104,-87,3,70,15,55,2,15,80,-65,2,70,30,40,2,75,21,54,2,247,250,-3,1,1,1,1,11,,,,,,Berlin,Guerrillas,,A,D,,,A,O,,,A,D,,1,,O,X,,A,D,,1,B,O,X,1,,D,X,,,O,,1,,D,X,,B,O,X,,,,,4,,5,2,3,2,1,0,2,1,5,2,2,2,3,0,0,0,,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Ultra,1,X,,5,O,4,,,,,D,0,,,,2,O,5,1,,X,,D,6,,,X,5,O,0,2,15,12,,3,1,1,1,1,0,9,0,1,12,2,1,6,0,1,1,0,9,,Breach,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlin,Guerrillas,28,32,49,4,23,28,7,22,6,2,2,0,,,,203,,,58,-29,3,39,-29,3,71,46,2,10,-36,2,25,1,2,16.92,49,0,0,1,0,0,,,Thieves,81,8,73,2,34,34,0,2,53,12,41,2,56,0,56,1,26,3,23,1,250,57,193,1,0,0,2,8,,,,,,Berlin,Rokkr,1,A,O,X,1,A,D,X,1,A,O,X,,,D,,1,A,O,X,,B,D,,,,O,,1,,D,X,,,O,,1,B,D,,,,,,6,,5,3,3,3,3,3,0,0,5,3,2,2,1,1,2,1,,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Tuscan,Thieves,,,,,D,0,1,X,,4,O,3,1,X,X,,D,14,,X,,5,O,2,1,X,,,D,6,3,25,9,,2,1,2,1,0,0,5,0,1,9,3,2,20,2,1,1,1,12,,OpTic,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FaZe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Mutineers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,FaZe,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,Ultra,21,28,36,36,48,9,29,28,15,,,,,,,250,9,,30,-7,2,57,33,2,64,53,2,51,17,2,48,45,1,27.78,48,9,0,0,0,0,,,Subliners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Mutineers,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocage,Thieves,11,16,2,11,3,26,8,9,23,,,,,,,109,,,37,7,2,24,-33,2,11,-53,2,34,-17,2,3,-45,1,12.11,26,2,0,0,0,0,,,Rokkr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Bocage,Guerrillas,,A,D,,1,A,O,,1,,D,,,,O,,,B,D,,,A,O,X,,A,D,X,,,O,,,,,,,,,,,,,,2,,4,1,1,0,2,1,0,0,4,1,1,0,2,0,1,0,,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Surge,,,,2,O,8,1,,X,,D,6,,,,,O,12,1,X,X,,D,22,,,,1,O,6,2,54,3,,3,0,0,0,0,0,26,0,0,3,2,2,28,1,2,2,0,3,,Subliners,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,89,0,89,2,54,35,19,2,43,55,-12,2,27,49,-22,2,37,2,35,1,250,141,109,1,1,1,4,9,,,,,,Bocage,Rokkr,1,A,O,X,,A,D,X,,,O,X,1,,D,X,1,B,O,X,1,A,D,,1,A,O,,1,,D,X,,,,,,,,,,,,,6,,4,3,3,2,2,2,1,1,4,3,3,2,2,1,0,0,,,Rokkr,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Royal Ravens,1,X,X,,D,15,,X,,3,O,7,1,X,X,,D,17,,,,,O,17,1,X,X,,D,18,3,74,3,,2,0,1,0,0,0,24,0,0,3,3,3,50,3,3,3,0,3,,Rokkr,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,Legion,8,81,-73,2,34,34,0,2,12,53,-41,2,0,56,-56,1,3,26,-23,1,57,250,-193,0,2,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Ravens,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Ultra,23,26,19,29,1,8,17,25,31,16,20,,,,,215,11,,51,-15,3,43,4,2,44,2,2,60,25,2,17,-51,2,19.55,31,1,0,0,0,0,,,Ultra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,Legion,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Thieves,15,23,27,20,47,30,16,15,15,21,21,,,,,250,,,66,15,3,39,-4,2,42,-2,2,35,-25,2,68,51,2,22.73,47,15,0,0,0,0,,,Guerrillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,Ultra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surge,0,89,-89,2,35,54,-19,2,55,43,12,2,49,27,22,2,2,37,-35,1,141,250,-109,1,4,1,1,9,,,,,,Tuscan,Thieves,,A,D,,1,A,O,,,,D,X,1,A,O,X,1,A,D,,,,O,,1,A,D,,1,B,O,X,,A,D,,1,A,O,X,,,,,6,,5,4,3,3,3,3,1,1,5,2,1,0,4,2,0,0,,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,Breach,,X,,3,O,3,,,,,D,7,,X,,3,O,0,,,,,,,,,,,,,0,10,6,,2,0,2,0,0,0,3,0,0,6,1,0,7,0,0,0,0,5,,Guerrillas,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,,,,,,,,,,,,,,,,,,,,Total Pts,,1195,,,5,9,5,9,28,,,,,,Tuscan,Ultra,1,A,O,X,,A,D,X,1,,O,,,A,D,,,A,O,X,1,,D,X,,A,O,X,,B,D,,1,A,O,X,,A,D,,,,,,4,,5,3,4,2,4,2,0,0,5,1,2,1,3,0,1,0,,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Gavutu,OpTic,1,,X,,D,10,1,X,X,5,O,17,1,,X,,D,6,,,,,,,,,,,,,3,33,5,,1,1,1,1,1,1,17,1,0,5,2,2,16,0,2,1,1,6,,Surge,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuscan,Surge,0,12,30,5,35,28,6,21,34,27,1,,,,,199,11,,29,-36,3,18,-45,2,51,32,2,39,-25,2,62,23,2,18.09,35,0,0,1,0,0,,,,P1,,,,P2,,,,P3,,,,P4,,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,
Tuscan,Royal Ravens,39,20,3,48,18,22,43,16,16,21,4,,,,,250,,,65,36,3,63,45,2,19,-32,2,64,25,2,39,-23,2,22.73,48,3,0,0,0,1,,,Tuscan,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,H,PF,PA,PM,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,Total Hills,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,,TOTAL,,,,,OFFENSE,,,,,,,,,DEFENSE,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breach,154,59,95,6,48,102,-54,4,91,77,14,4,65,108,-43,4,73,102,-29,4,431,448,-17,0,2,0,1,22,,,,,,,,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Site,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,W/L,P,Side,FB,Score,,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,Rounds,Wins,FB,FBW,AP,APW,BP,BPW,,,Tuscan,Rds,W,L,W%,FB,Rds,W,L,FB,FBW,AP,APW,BP,BPW,Rds,W,L,FB,FBW,AP,APW,BP,BPW,,,,,,,,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,W/L,A,B,Ticks,Side,Lives ,Score,Lives,Ticks,,Rounds,W,A Caps, A Cap W,B Caps,B Cap W,Lives Left,Cap W's,Wipe W's,Ticks,Rounds,W,Lives Left,A Def,B Def,Defend W's,Wipe W's,Ticks Allow,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,P1,P2,P3,P4,P5,Total,Hills,,P1,PM,H,P2,PM,H,P3,PM,H,P4,PM,H,P5,PM,H,PPH,High,Low,50 Pt Hills,0 pt Hills,50 PHA,Shutouts,,,OpTic,23,72,-49,3,45,25,20,2,49,45,4,2,67,11,56,2,66,28,38,2,250,181,69,0,1,0,2,11,,,,,,Berlin,Surge,1,B,D,X,,A,O,,1,,D,,1,B,O,X,1,B,D,X,1,A,O,X,1,,D,X,,,,,,,,,,,,,,,,,6,,3,2,2,2,2,1,1,1,4,4,3,3,0,0,2,2,,,Breach,22,10,12,45.45%,9,11,7,4,6,5,5,4,2,2,11,3,8,3,1,7,2,0,0,,,,,,Gavutu,Subliners,,X,,3,O,8,1,,X,,D,7,,X,,3,O,10,1,X,X,,D,12,1,,X,3,D,7,3,44,6,,2,0,2,0,0,0,18,0,0,6,3,3,26,1,3,3,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Gavutu,Surge,0,16,0,49,2,0,19,55,0,,,,,,,141,9,,0,-89,2,35,-19,2,55,12,2,49,22,2,2,-35,1,15.67,55,0,1,4,1,1,,,Thieves,66,51,15,3,39,43,-4,2,42,44,-2,2,35,60,-25,2,68,17,51,2,250,215,35,0,0,0,0,11,,,,,,Berlin,Royal Ravens,,B,O,,1,A,D,X,,,O,X,,B,D,,,B,O,,,A,D,,,,O,,,,,,,,,,,,,,,,,,1,,4,0,1,0,0,0,2,0,3,1,1,1,2,1,1,0,,,OpTic,19,12,7,63.16%,13,9,8,1,9,8,3,2,1,1,10,4,6,4,2,3,0,2,1,,,,,,Gavutu,FaZe,1,,X,,D,4,,X,,3,O,7,1,,X,,D,5,,,,2,O,14,,,,,O,2,2,32,5,,3,0,1,0,0,0,23,0,0,5,2,2,9,0,2,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Gavutu,Royal Ravens,34,28,43,4,37,55,26,0,23,,,,,,,250,,,89,89,2,54,19,2,43,-12,2,27,-22,2,37,35,1,27.78,55,0,1,1,1,4,,,FaZe,184,6,178,5,120,72,48,4,52,98,-46,4,109,74,35,4,35,103,-68,4,500,353,147,3,1,0,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thieves,10,6,4,60.00%,4,5,4,1,3,3,3,3,1,1,5,2,3,1,0,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mutineers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,,,OFFENSE,,,,,,,,DEFENSE,,,,,,,,,,FaZe,18,12,6,66.67%,11,8,4,4,3,3,5,3,0,0,10,8,2,8,7,2,1,1,0,,,,,,,,1,,,,,,2,,,,,,3,,,,,,4,,,,,,5,,,,,,,,,,Offense,,,,,,,,,,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
